sender_acc_no,sender_bank,sender_location,benefi_acc_no,benefi_bank,benefi_country,date,time,amount
GB47ETAV40107549237767,Steele Group,West Mark,GB28MVQD00632137830588,"Patrick, Rogers and Sandoval",British Indian Ocean Territory (Chagos Archipelago),2023-08-13,02:17:56,7269.65
GB98MWET81748778759602,"Moon, Thomas and Nolan",New Claire,GB10UBDA30270676473920,"Martinez, Anderson and Davis",Belize,2021-09-27,07:22:45,2304.36
GB81LWAR80566685346843,Hancock-Warren,East Terriside,GB76GJDJ04653172510050,"Webster, York and York",Belize,2022-07-19,22:54:59,8472.09
GB32IRDD46533676867080,Brown-Morales,South Brian,GB66ADGR43307227768890,Rojas-Padilla,Cameroon,2023-02-09,04:42:08,6057.76
GB90FUKK93010519658941,Moore-Spence,Port Markton,GB03EIZQ96494934516674,Mack-Taylor,British Indian Ocean Territory (Chagos Archipelago),2022-02-24,01:43:03,7746.75
GB25KBZP38883793902944,Garcia Ltd,North Miguelview,GB60ODTU10669079727757,Hardy-Schwartz,Italy,2021-02-25,00:43:35,7936.65
GB95UCDJ84944417922584,Herrera Inc,North Breanna,GB87ZIGE79140196568237,Smith Inc,Isle of Man,2023-01-17,02:46:46,8809.47
GB03UWIR36373261539188,"Patrick, Rogers and Sandoval",West Mark,GB28MVQD00632137830588,Herrera Inc,Fiji,2020-01-05,11:19:17,8948.98
GB24YKPZ00809689882166,Garcia Ltd,South Anitastad,GB47OXOH87691043200075,Rojas-Padilla,Fiji,2021-08-19,22:22:24,2361.98
GB27VGTI54763488447639,Hardy-Schwartz,West Jackson,GB05KYJS63381770647026,Gates PLC,Italy,2021-06-02,15:44:27,5774.45
GB68OKZR97881668970819,"Martinez, Anderson and Davis",New Jaybury,GB43LRAH91154573072529,"Moon, Thomas and Nolan",Isle of Man,2021-04-08,03:45:59,6201.52
GB85VCPY61958376144799,"Webster, York and York",West Jackson,GB28MVQD00632137830588,Moore-Spence,British Indian Ocean Territory (Chagos Archipelago),2024-04-30,19:31:11,7118.95
GB30VDMW39026306072612,Mack-Taylor,Christopherview,GB95FMBQ73267916591003,Hernandez and Sons,Italy,2020-10-28,14:23:44,2264.37
GB98QQYT50010945447057,Moore-Spence,South Michael,GB58YQKT47261662113056,Steele Group,Cameroon,2020-05-29,21:55:16,7681.8
GB13YZUS71352526210622,Moore-Spence,East Kristinview,GB61KCEI31299651159486,"Moon, Thomas and Nolan",Isle of Man,2025-05-18,14:24:33,6587.75
GB80SZWF45001530313755,Brown-Morales,Ramireztown,GB65XECG12209940069073,Brown-Morales,Heard Island and McDonald Islands,2022-05-07,17:35:38,503.78
GB45AXTC34437537907718,"Mclean, Ryan and Carter",South Michael,GB87ZIGE79140196568237,"Long, Hawkins and Andrews",Cameroon,2020-07-30,12:40:16,8415.21
GB03UWIR36373261539188,Brown-Morales,New Claire,GB17NEGF61474286382705,"Moon, Thomas and Nolan",Isle of Man,2024-09-27,02:27:59,5559.57
GB12XCKT74396598947325,Steele Group,Johnsonton,GB94EZMR42920774256261,Hancock-Warren,United Kingdom,2022-04-09,02:57:47,9473.86
GB27CZAG60921756581211,"Martinez, Anderson and Davis",New Dawnport,GB46NFOV61096412872678,Hardy-Schwartz,United Kingdom,2022-01-03,11:25:46,6793.87
GB95UCDJ84944417922584,Garcia Ltd,West Sarah,GB82QRSC88009682999001,Mack-Taylor,India,2023-12-06,02:39:19,1234.84
GB05XKDB82219318592414,Smith Inc,Lake Robertbury,GB23DYUG12053917565138,Brown-Morales,Isle of Man,2021-08-26,03:31:45,5291.2
GB06CRRF18116543464910,Garcia Ltd,West Jackson,GB27SWNF84759075261297,Smith Inc,United Kingdom,2020-04-03,00:25:26,7455.24
GB61MTHZ26491917541465,Mack-Taylor,Williamville,GB51RPYH64488161171956,Hancock-Warren,Puerto Rico,2025-05-08,22:54:03,9544.85
GB72WYMJ92393840855469,Brown-Morales,West Sarah,GB97XRAS10798684829426,Herrera Inc,Cameroon,2022-10-26,16:54:08,8778.82
GB24YKPZ00809689882166,"Martinez, Anderson and Davis",Ramireztown,GB55HOHB78978325673662,Gates PLC,Belize,2024-10-26,00:13:01,1712.77
GB12YHXM53763082245238,Mack-Taylor,East Kristinview,GB10HBSP63066883563633,Gates PLC,British Indian Ocean Territory (Chagos Archipelago),2025-07-26,23:07:25,9877.14
GB25ZQLU83451274440822,"Martinez, Anderson and Davis",Port Markton,GB23DYUG12053917565138,"Martinez, Anderson and Davis",Puerto Rico,2020-05-10,11:49:42,4352.86
GB06CRRF18116543464910,Moore-Spence,Johnsonfort,GB46ACED30242813142748,"Long, Gonzalez and Sloan",Belize,2024-06-29,13:22:07,9787.28
GB71UWSU56454498083063,"Martinez, Anderson and Davis",South Michael,GB59CGPN76469640759260,Steele Group,Heard Island and McDonald Islands,2025-06-11,23:24:11,1324.78
GB15SNCU92654730765763,Rojas-Padilla,Garzahaven,GB30AJEN49482930093433,Steele Group,Fiji,2022-03-18,14:01:46,2602.26
GB72WYMJ92393840855469,Rojas-Padilla,Johnsonton,GB55HOHB78978325673662,Smith Inc,Heard Island and McDonald Islands,2021-10-09,20:57:20,5620.74
GB29XPVW69006211517736,Hardy-Schwartz,New Jaybury,GB45NGBG30259042962365,Mack-Taylor,British Indian Ocean Territory (Chagos Archipelago),2021-07-23,19:22:58,3647.67
GB59JSZJ67254830635743,"Long, Gonzalez and Sloan",Williamville,GB60ICHY45018414356520,Aguirre-Baker,British Indian Ocean Territory (Chagos Archipelago),2021-02-13,15:46:18,9514.98
GB38KNMJ35313487402393,"Patrick, Rogers and Sandoval",Jessicaton,GB41XEQL08147659355008,Hardy-Schwartz,Fiji,2023-11-02,07:58:19,9359.21
GB97NWZD37660409990364,"Mclean, Ryan and Carter",West Jackson,GB20STZI44183676132381,Herrera Inc,Belize,2023-03-12,00:38:21,8399.27
GB05XKDB82219318592414,Herrera Inc,Jonesberg,GB20STZI44183676132381,"Martinez, Anderson and Davis",United Kingdom,2021-03-09,12:16:21,5623.41
GB25ZQLU83451274440822,Hardy-Schwartz,East Kristinview,GB61KCEI31299651159486,Smith Inc,India,2021-10-24,05:18:46,3163.65
GB98QQYT50010945447057,Aguirre-Baker,Port Markton,GB33CMYK29564846823551,"Long, Gonzalez and Sloan",British Indian Ocean Territory (Chagos Archipelago),2021-03-04,18:50:04,3645.63
GB90FUKK93010519658941,"Webster, York and York",New Dawnport,GB05KYJS63381770647026,Smith Inc,British Indian Ocean Territory (Chagos Archipelago),2024-01-27,02:47:23,668.02
GB49NTBA85373364079730,Gates PLC,South Michael,GB65CWAL64456812757296,Hardy-Schwartz,Puerto Rico,2024-06-21,17:33:50,9924.32
GB60EZDE33083886955147,"Webster, York and York",New Claire,GB13ZLPU26971311543067,Steele Group,India,2021-10-31,14:24:14,9514.5
GB52XOJE84864028169081,Brown-Morales,Adamsberg,GB18EFTE02173718678126,"Patrick, Rogers and Sandoval",Isle of Man,2021-03-24,09:45:23,7531.44
GB73LYOY99062055880838,Hernandez and Sons,North Miguelview,GB25CCBC34891434125657,Herrera Inc,British Indian Ocean Territory (Chagos Archipelago),2022-05-18,01:59:54,5592.56
GB69FCXC09754694986634,Mack-Taylor,South Anitastad,GB24UUOL09172128876726,Gates PLC,United Kingdom,2021-09-16,08:28:55,5128.39
GB43DAFP33544208895171,"Long, Hawkins and Andrews",East Kristinview,GB20STZI44183676132381,Moore-Spence,Italy,2020-02-17,01:28:29,4868.76
GB03UWIR36373261539188,"Patrick, Rogers and Sandoval",West Mark,GB05QHSX33561176066220,"Mclean, Ryan and Carter",Cameroon,2022-06-25,19:53:16,3610.48
GB72CIEJ74708047378078,"Patrick, Rogers and Sandoval",South Michael,GB15IYQP19613662062721,Mack-Taylor,United Kingdom,2024-07-14,12:15:03,7938.74
GB97NWZD37660409990364,"Long, Gonzalez and Sloan",East Kristinview,GB53AWSB31783506001982,Mack-Taylor,Fiji,2022-09-14,06:16:02,2828.63
GB69FCXC09754694986634,"Webster, York and York",New Claire,GB75EGIL07186198753429,"Mclean, Ryan and Carter",India,2021-12-26,09:52:43,7862.63
GB68OKZR97881668970819,Brown-Morales,Johnsonton,GB76JVHG73198884642993,Garcia Ltd,Fiji,2021-04-01,04:31:37,9519.21
GB13YZUS71352526210622,Rojas-Padilla,North Miguelview,GB48HILD56705198233043,"Long, Hawkins and Andrews",India,2023-05-24,17:11:04,6788.17
GB85VCPY61958376144799,Aguirre-Baker,Jamesmouth,GB67EHRY57895809797695,Aguirre-Baker,Cameroon,2021-01-05,11:30:57,831.52
GB13XXDX64323154527137,Steele Group,Williamville,GB56DJHL21756439855674,"Martinez, Anderson and Davis",Puerto Rico,2024-02-28,15:16:15,7891.41
GB81LWAR80566685346843,Hernandez and Sons,Jamesmouth,GB50LBQB81216038665759,"Martinez, Anderson and Davis",Isle of Man,2025-07-18,21:29:32,5545.6
GB27VGTI54763488447639,Steele Group,Lake Robertbury,GB27SWNF84759075261297,"Webster, York and York",Cameroon,2024-01-02,08:26:23,7072.5
GB98MWET81748778759602,Brown-Morales,South Anitastad,GB17NEGF61474286382705,Hancock-Warren,Puerto Rico,2024-07-16,13:50:11,1178.54
GB64DBTP75602237880057,"Long, Gonzalez and Sloan",Barkerborough,GB45NGBG30259042962365,Aguirre-Baker,Italy,2022-11-13,23:21:45,575.08
GB14FWIC02448667178995,Smith Inc,Jonesberg,GB73MXVH21914551080926,Brown-Morales,Belize,2025-02-26,03:42:23,5110.84
GB24XLJT35233817650256,Mack-Taylor,Jessicaton,GB77XNIL45855877601122,Herrera Inc,Fiji,2021-08-19,20:43:03,4712.36
GB61MTHZ26491917541465,Hancock-Warren,North William,GB35OOYE18158305386722,Hardy-Schwartz,Cameroon,2022-11-08,01:26:40,5333.38
GB81LWAR80566685346843,Aguirre-Baker,Ramireztown,GB03EIZQ96494934516674,"Webster, York and York",Belize,2024-07-24,14:38:40,6227.44
GB41IPSR46156130451149,Steele Group,North William,GB02YGOU55115439929853,"Martinez, Anderson and Davis",Puerto Rico,2020-06-22,11:12:49,7969.29
GB27SSEP92153317607285,Hardy-Schwartz,West Sarah,GB33CMYK29564846823551,Smith Inc,United Kingdom,2023-05-10,09:16:34,3460.47
GB43EDSM50992048585408,Gates PLC,Jessicaton,GB04TOKZ95574394188860,"Moon, Thomas and Nolan",Fiji,2021-11-25,01:51:15,9287.41
GB73LYOY99062055880838,Aguirre-Baker,Barkerborough,GB69VQHR30017220362496,Hernandez and Sons,Belize,2022-07-16,23:14:10,788.96
GB71GVHJ68339131188577,Steele Group,North Brittanybury,GB65XECG12209940069073,"Martinez, Anderson and Davis",British Indian Ocean Territory (Chagos Archipelago),2023-10-19,15:00:03,1439.74
GB80SZWF45001530313755,Hancock-Warren,South Brian,GB41PUKX80200874498673,Steele Group,British Indian Ocean Territory (Chagos Archipelago),2025-07-16,22:33:22,5199.26
GB21WBQJ24986807909924,"Patrick, Rogers and Sandoval",Christopherview,GB46ACED30242813142748,Brown-Morales,British Indian Ocean Territory (Chagos Archipelago),2023-12-12,03:48:19,2517.84
GB64CAPA67032648712047,Hancock-Warren,North Breanna,GB30AJEN49482930093433,"Moon, Thomas and Nolan",Belize,2021-10-10,06:09:49,376.99
GB47ETAV40107549237767,Moore-Spence,East Kristinview,GB86KWXF55828074439653,Rojas-Padilla,Italy,2021-01-04,22:11:50,360.47
GB02CIJS38618549872414,Smith Inc,North Jesusview,GB40WVLF21905046075847,"Patrick, Rogers and Sandoval",Cameroon,2024-11-29,18:42:14,9490.05
GB25ZQLU83451274440822,"Mclean, Ryan and Carter",South Michael,GB65CWAL64456812757296,Rojas-Padilla,Italy,2021-09-02,13:08:19,7081.93
GB37KPPL96633898530368,Moore-Spence,Port Markton,GB10HBSP63066883563633,Herrera Inc,India,2022-06-20,15:22:36,194.07
GB30IFVL61395607791551,Aguirre-Baker,Garzahaven,GB96IPKI93606336318504,"Martinez, Anderson and Davis",Heard Island and McDonald Islands,2025-04-12,14:23:39,31.53
GB85LBXC44624728851561,Smith Inc,North Jesusview,GB86KWXF55828074439653,Hernandez and Sons,Cameroon,2021-09-30,12:08:40,5235.0
GB85VCPY61958376144799,"Patrick, Rogers and Sandoval",Barkerborough,GB15FBMP07334924939404,Hancock-Warren,United Kingdom,2021-05-25,05:05:10,6261.05
GB55SAMW50302921716767,Steele Group,North Breanna,GB57GVZD78858905713430,"Moon, Thomas and Nolan",Fiji,2020-08-19,23:00:17,7464.27
GB11ZLGV71265045462934,Rojas-Padilla,Lake Robertbury,GB02UYVK83437985888163,Mack-Taylor,Isle of Man,2020-11-14,13:43:14,9320.5
GB47ETAV40107549237767,"Patrick, Rogers and Sandoval",South Anitastad,GB97XRAS10798684829426,"Long, Hawkins and Andrews",Italy,2020-10-21,06:11:52,5908.8
GB19PCQN86512307746372,"Martinez, Anderson and Davis",North Miguelview,GB28MVQD00632137830588,Aguirre-Baker,Isle of Man,2022-03-31,09:27:55,5278.95
GB89OQGX25850826854949,Hernandez and Sons,North William,GB68TNGG19826875020656,Mack-Taylor,United Kingdom,2023-10-06,13:55:58,642.46
GB64DBTP75602237880057,Hancock-Warren,West Jackson,GB15IYQP19613662062721,Rojas-Padilla,Isle of Man,2025-01-07,04:36:54,3276.81
GB39CORN41693002700013,"Webster, York and York",Johnsonfort,GB39TLPO51672523888375,Aguirre-Baker,United Kingdom,2020-04-22,16:47:44,7187.27
GB54HXGW73305847896303,Hancock-Warren,South Michael,GB10HBSP63066883563633,"Long, Hawkins and Andrews",Fiji,2025-06-29,01:46:41,9909.59
GB30IFVL61395607791551,Aguirre-Baker,East Kristinview,GB90DVUD63061506439743,Smith Inc,Belize,2023-02-11,12:15:21,906.7
GB21WBQJ24986807909924,Moore-Spence,South Michael,GB82QRSC88009682999001,"Moon, Thomas and Nolan",Italy,2022-06-05,06:26:37,7315.99
GB52XOJE84864028169081,"Webster, York and York",Barkerborough,GB65XECG12209940069073,Garcia Ltd,Isle of Man,2025-03-22,18:34:42,4465.16
GB95UCDJ84944417922584,"Moon, Thomas and Nolan",South Brian,GB48HILD56705198233043,Hancock-Warren,Isle of Man,2020-12-09,16:00:01,2111.1
GB04UYBG94754498531821,"Mclean, Ryan and Carter",Garzahaven,GB05QHSX33561176066220,"Webster, York and York",Puerto Rico,2024-11-10,12:28:52,579.83
GB61MTHZ26491917541465,"Mclean, Ryan and Carter",Garzahaven,GB71SVZV98852722424396,"Mclean, Ryan and Carter",Puerto Rico,2021-04-23,09:23:09,3294.33
GB95BEDU11391451875874,Hernandez and Sons,Barkerborough,GB33CMYK29564846823551,"Long, Hawkins and Andrews",Heard Island and McDonald Islands,2023-10-29,08:13:21,1911.29
GB71NDPP99212101758136,"Long, Hawkins and Andrews",West Mark,GB53AWSB31783506001982,Hardy-Schwartz,Puerto Rico,2023-12-09,21:20:24,3783.97
GB32IRDD46533676867080,Garcia Ltd,North Brittanybury,GB40WVLF21905046075847,Moore-Spence,Fiji,2022-08-28,04:18:23,1865.58
GB30VDMW39026306072612,Smith Inc,South Anitastad,GB77XNIL45855877601122,"Moon, Thomas and Nolan",Puerto Rico,2024-11-16,16:02:44,1544.41
GB55WRWE70916119409524,Hernandez and Sons,Jamesmouth,GB26IROW59517224027974,Steele Group,United Kingdom,2020-12-05,07:39:01,5372.42
GB05XKDB82219318592414,"Webster, York and York",New Claire,GB55UMLE96941388815089,"Moon, Thomas and Nolan",Belize,2024-05-10,08:43:18,2410.3
GB39CORN41693002700013,Mack-Taylor,East Kristinview,GB58YQKT47261662113056,Herrera Inc,Puerto Rico,2024-10-14,23:17:35,1289.02
GB41ZAOZ37910201778208,"Long, Gonzalez and Sloan",Barkerborough,GB02UYVK83437985888163,Garcia Ltd,India,2020-01-21,07:39:34,2027.81
GB44DPHA75744065635407,Garcia Ltd,North Breanna,GB43LRAH91154573072529,Mack-Taylor,Belize,2021-01-03,05:07:38,3106.85
GB45AXTC34437537907718,Hancock-Warren,New Dawnport,GB70OZQD28243232149600,Brown-Morales,United Kingdom,2025-02-14,20:13:15,9303.83
GB62JDHK32057018381921,"Patrick, Rogers and Sandoval",New Dawnport,GB59XZBO82789133164265,Hardy-Schwartz,United Kingdom,2025-01-06,09:06:20,2990.22
GB49NTBA85373364079730,Garcia Ltd,Johnsonton,GB05QHSX33561176066220,"Webster, York and York",Belize,2025-05-12,22:43:50,111.17
GB79BSFT38949542533421,Gates PLC,East Terriside,GB60ICHY45018414356520,Hernandez and Sons,United Kingdom,2021-11-02,00:34:57,8995.9
GB59JSZJ67254830635743,"Patrick, Rogers and Sandoval",North Jesusview,GB55UMLE96941388815089,Moore-Spence,British Indian Ocean Territory (Chagos Archipelago),2020-01-16,12:50:15,7298.75
GB45AYZY80288673274103,Brown-Morales,Williamville,GB40SPUR79851426400745,Steele Group,Belize,2022-04-28,23:13:25,6389.01
GB52LQHV34071578489649,"Long, Hawkins and Andrews",Port Markton,GB69VQHR30017220362496,Moore-Spence,Isle of Man,2024-11-04,07:15:28,9983.41
GB03UWIR36373261539188,Garcia Ltd,New Jaybury,GB60ODTU10669079727757,Steele Group,Fiji,2023-02-18,05:38:41,5173.73
GB79HWOY17146174506945,"Martinez, Anderson and Davis",New Claire,GB69MJAM29260704045405,Brown-Morales,Isle of Man,2020-03-13,22:28:13,385.15
GB27QYZW60638334141638,Hardy-Schwartz,South Michael,GB32RXGH96468795075706,"Moon, Thomas and Nolan",Fiji,2020-06-18,02:32:35,9497.97
GB39UXPY81181594265892,Garcia Ltd,Christopherview,GB30AJEN49482930093433,"Long, Hawkins and Andrews",Fiji,2025-01-10,18:50:01,6844.94
GB96CYRK89020643755751,"Mclean, Ryan and Carter",North William,GB56DJHL21756439855674,Hancock-Warren,India,2021-05-07,18:41:23,2236.14
GB13GDAU81398196959268,Moore-Spence,West Jackson,GB10HBSP63066883563633,"Martinez, Anderson and Davis",Belize,2021-01-11,18:35:58,4169.49
GB72CIEJ74708047378078,"Martinez, Anderson and Davis",Johnsonfort,GB25CCBC34891434125657,Smith Inc,Isle of Man,2020-07-01,01:32:04,7980.84
GB96HRJV58748836203030,Mack-Taylor,Johnsonfort,GB25CCBC34891434125657,"Long, Hawkins and Andrews",Belize,2023-03-15,20:33:07,9118.83
GB97NWZD37660409990364,Herrera Inc,North William,GB90DVUD63061506439743,Steele Group,British Indian Ocean Territory (Chagos Archipelago),2023-06-10,19:10:18,7348.34
GB59JSZJ67254830635743,Rojas-Padilla,Jessicaton,GB37QJSV28614540684498,Aguirre-Baker,Fiji,2021-01-09,02:04:39,683.01
GB04UYBG94754498531821,Garcia Ltd,Garzahaven,GB69MJAM29260704045405,Mack-Taylor,Cameroon,2022-01-16,02:38:35,7454.74
GB43EDSM50992048585408,Herrera Inc,South Anitastad,GB74EYBZ77054537962398,Hernandez and Sons,Cameroon,2024-09-17,19:31:52,5601.8
GB24YKPZ00809689882166,Hardy-Schwartz,New Claire,GB92NZDP77439931146389,Herrera Inc,United Kingdom,2024-11-01,03:06:16,7716.86
GB40ZMKW23709231829588,Herrera Inc,Barkerborough,GB40LNUZ84167493886255,"Martinez, Anderson and Davis",Cameroon,2024-07-18,15:07:04,1387.57
GB39CORN41693002700013,"Moon, Thomas and Nolan",South Michael,GB74EYBZ77054537962398,"Moon, Thomas and Nolan",Fiji,2022-05-22,06:31:22,2564.52
GB29XPVW69006211517736,Mack-Taylor,Johnsonfort,GB67EHRY57895809797695,Mack-Taylor,Isle of Man,2022-01-17,14:14:33,4780.66
GB72WYMJ92393840855469,Rojas-Padilla,North Miguelview,GB50LBQB81216038665759,"Long, Gonzalez and Sloan",Fiji,2022-09-20,13:41:53,2094.9
GB04UYBG94754498531821,Gates PLC,New Dawnport,GB60ICHY45018414356520,"Webster, York and York",Belize,2024-03-03,17:48:49,4824.35
GB45AXTC34437537907718,Steele Group,West Jackson,GB37QJSV28614540684498,Aguirre-Baker,Heard Island and McDonald Islands,2022-07-02,20:24:17,4917.77
GB03UWIR36373261539188,Brown-Morales,Johnsonfort,GB11DVLD03900985190931,Mack-Taylor,Belize,2025-07-16,01:34:11,8476.4
GB40ZMKW23709231829588,Moore-Spence,South Anitastad,GB55UMLE96941388815089,"Patrick, Rogers and Sandoval",Puerto Rico,2022-04-27,10:59:31,7792.82
GB74UJVS91176133428630,Hancock-Warren,Lake Robertbury,GB12BHUK25730756908205,Hernandez and Sons,United Kingdom,2023-01-08,11:13:02,4189.02
GB80SZWF45001530313755,Steele Group,New Jaybury,GB50LBQB81216038665759,Steele Group,Cameroon,2025-04-01,00:08:01,2432.46
GB45AYZY80288673274103,Aguirre-Baker,North Jesusview,GB73MXVH21914551080926,Hernandez and Sons,British Indian Ocean Territory (Chagos Archipelago),2023-10-22,22:17:10,9708.82
GB81LWAR80566685346843,Gates PLC,South Michael,GB42KVBN69894968527397,"Webster, York and York",Italy,2023-02-19,01:57:36,6430.92
GB41IPSR46156130451149,Brown-Morales,Port Markton,GB75EGIL07186198753429,Rojas-Padilla,Cameroon,2021-01-19,01:32:17,367.0
GB96VXQR50349838923070,Brown-Morales,Adamsberg,GB57GVZD78858905713430,Hernandez and Sons,Puerto Rico,2021-06-08,17:24:47,164.93
